Serial Number,Timestamp
105,2025-03-10 09:37:23-07:00
106,2025-03-10 09:32:09-07:00
107,2025-03-10 09:25:45-07:00
108,2025-03-10 09:20:48-07:00
109,2025-03-10 09:14:47-07:00
110,2025-03-10 09:14:41-07:00
111,2025-03-10 09:07:30-07:00
112,2025-03-10 09:07:24-07:00
113,2025-03-10 09:02:04-07:00
114,2025-03-10 08:58:30-07:00
115,2025-03-10 03:29:55-07:00
116,2025-03-10 02:21:17-07:00
117,2025-03-10 02:21:03-07:00
118,2025-03-09 06:18:21-07:00
119,2025-03-09 06:18:15-07:00
120,2025-03-09 06:13:33-07:00
121,2025-03-09 06:06:46-07:00
122,2025-03-09 06:06:05-07:00
123,2025-03-09 06:05:59-07:00
124,2025-03-09 06:00:38-07:00
125,2025-03-09 05:57:58-07:00
126,2025-03-09 05:57:21-07:00
127,2025-03-08 20:28:24-07:00
128,2025-03-08 20:28:01-07:00
129,2025-03-07 04:52:11-07:00
130,2025-03-07 04:51:36-07:00
131,2025-03-07 04:47:07-07:00
132,2025-03-07 04:40:43-07:00
133,2025-03-07 04:35:10-07:00
134,2025-03-07 04:35:06-07:00
135,2025-03-06 22:51:27-07:00
136,2025-03-06 02:51:47-07:00
137,2025-03-06 02:51:41-07:00
138,2025-03-06 02:51:22-07:00
139,2025-03-05 06:11:34-07:00
140,2025-03-05 06:11:27-07:00
141,2025-03-05 06:11:25-07:00
142,2025-03-04 22:48:37-07:00
143,2025-03-04 22:48:26-07:00
144,2025-03-04 22:48:05-07:00
145,2025-03-04 05:26:49-07:00
146,2025-03-04 05:19:03-07:00
147,2025-03-03 01:16:51-07:00
148,2025-03-03 01:16:45-07:00
149,2025-03-02 00:18:30-07:00
150,2025-02-28 23:11:36-07:00
151,2025-02-28 23:02:27-07:00
152,2025-02-28 16:20:48-07:00
153,2025-02-24 18:13:01-07:00
154,2025-02-24 18:07:54-07:00
155,2025-02-24 18:07:47-07:00
156,2025-02-24 18:07:35-07:00
157,2025-02-24 17:54:45-07:00
158,2025-02-20 00:08:11-07:00
159,2025-02-18 22:44:21-07:00
160,2025-02-17 01:13:39-07:00
161,2025-02-16 21:32:51-07:00
162,2025-02-12 17:06:13-07:00
163,2025-02-12 17:05:38-07:00
164,2025-02-12 17:00:11-07:00
165,2025-02-12 17:00:04-07:00
166,2025-02-12 16:59:58-07:00
167,2025-02-12 02:42:08-07:00
168,2025-02-12 01:42:25-07:00
169,2025-02-12 01:42:19-07:00
170,2025-02-12 01:42:16-07:00
171,2025-02-12 01:42:09-07:00
172,2025-02-12 00:33:11-07:00
173,2025-02-12 00:32:56-07:00
174,2025-02-12 00:23:20-07:00
175,2025-02-12 00:23:00-07:00
176,2025-02-12 00:22:56-07:00
177,2025-02-11 21:05:44-07:00
178,2025-02-11 21:05:34-07:00
179,2025-02-11 17:24:32-07:00
180,2025-02-11 17:24:25-07:00
181,2025-02-11 17:24:18-07:00
182,2025-02-10 19:57:30-07:00
183,2025-02-10 19:54:17-07:00
184,2025-02-10 19:53:56-07:00
185,2025-02-10 19:47:05-07:00
186,2025-02-10 19:41:25-07:00
187,2025-02-10 19:41:19-07:00
188,2025-02-10 19:41:13-07:00
189,2025-02-10 13:18:57-07:00
190,2025-02-10 13:18:51-07:00
191,2025-02-10 05:36:18-07:00
192,2025-02-10 05:36:12-07:00
193,2025-02-10 05:27:02-07:00
194,2025-02-09 22:46:43-07:00
195,2025-02-09 22:46:36-07:00
196,2025-02-09 18:40:30-07:00
197,2025-02-09 18:40:24-07:00
198,2025-02-07 16:00:22-07:00
199,2025-02-07 16:00:05-07:00
200,2025-02-06 20:39:29-07:00
201,2025-02-06 20:33:41-07:00
202,2025-02-06 20:33:35-07:00
203,2025-02-06 13:09:14-07:00
204,2025-02-06 13:04:50-07:00
205,2025-02-06 10:35:25-07:00
206,2025-02-06 10:35:18-07:00
207,2025-02-06 03:04:54-07:00
208,2025-02-06 00:23:30-07:00
209,2025-02-06 00:23:27-07:00
210,2025-02-05 10:31:35-07:00
211,2025-02-05 10:26:47-07:00
212,2025-02-05 10:26:26-07:00
213,2025-02-05 10:09:45-07:00
214,2025-02-05 00:31:48-07:00
215,2025-02-05 00:29:06-07:00
216,2025-02-04 20:57:09-07:00
217,2025-02-03 18:42:34-07:00
218,2025-02-03 18:42:09-07:00
219,2025-02-03 18:33:06-07:00
220,2025-02-03 18:25:05-07:00
221,2025-02-03 13:49:18-07:00
222,2025-02-03 13:48:58-07:00
223,2025-02-03 13:43:49-07:00
224,2025-02-03 13:43:28-07:00
225,2025-02-03 13:39:42-07:00
226,2025-02-03 13:39:36-07:00
227,2025-02-03 01:05:35-07:00
228,2025-02-03 01:04:45-07:00
229,2025-02-02 23:53:33-07:00
230,2025-02-02 23:45:47-07:00
231,2025-02-02 23:38:06-07:00
232,2025-02-02 23:24:50-07:00
233,2025-02-02 23:22:09-07:00
234,2025-02-02 23:16:32-07:00
235,2025-02-02 23:10:08-07:00
236,2025-02-02 23:05:25-07:00
237,2025-02-02 22:56:30-07:00
238,2025-02-02 22:56:06-07:00
239,2025-02-02 22:47:54-07:00
240,2025-02-02 22:41:26-07:00
241,2025-02-02 22:37:03-07:00
242,2025-02-02 22:32:15-07:00
243,2025-02-02 22:32:00-07:00
244,2025-02-02 22:27:39-07:00
245,2025-02-02 22:27:18-07:00
246,2025-02-02 21:57:03-07:00
247,2025-02-02 21:56:56-07:00
248,2025-02-02 19:19:59-07:00
249,2025-02-02 19:19:38-07:00
250,2025-02-02 19:15:25-07:00
251,2025-02-02 19:15:18-07:00
252,2025-02-02 18:56:42-07:00
253,2025-02-02 18:52:26-07:00
254,2025-02-02 17:54:29-07:00
255,2025-02-02 17:50:47-07:00
256,2025-02-02 06:23:30-07:00
257,2025-02-02 06:18:22-07:00
258,2025-02-02 05:44:42-07:00
259,2025-02-02 05:44:24-07:00
260,2025-02-02 05:43:43-07:00
261,2025-02-02 05:43:34-07:00
262,2025-02-02 05:39:19-07:00
263,2025-02-02 05:39:12-07:00
264,2025-02-02 05:39:10-07:00
265,2025-02-02 05:35:41-07:00
266,2025-02-02 05:35:36-07:00
267,2025-02-01 23:36:05-07:00
268,2025-02-01 21:49:51-07:00
269,2025-02-01 21:45:35-07:00
270,2025-02-01 21:43:52-07:00
271,2025-01-30 23:23:51-07:00
272,2025-01-30 23:18:49-07:00
273,2025-01-30 01:12:34-07:00
274,2025-01-30 01:12:20-07:00
275,2025-01-28 15:39:36-07:00
276,2025-01-28 15:05:25-07:00
277,2025-01-28 06:03:23-07:00
278,2025-01-28 06:03:13-07:00
279,2025-01-28 04:48:42-07:00
280,2025-01-28 04:18:19-07:00
281,2025-01-28 03:21:13-07:00
282,2025-01-28 03:21:06-07:00
283,2025-01-28 03:19:59-07:00
284,2025-01-28 03:08:52-07:00
285,2025-01-28 03:06:15-07:00
286,2025-01-28 03:01:05-07:00
287,2025-01-28 03:00:27-07:00
288,2025-01-28 02:57:25-07:00
289,2025-01-28 02:57:20-07:00
290,2025-01-28 02:54:54-07:00
291,2025-01-28 02:54:49-07:00
292,2025-01-27 22:17:50-07:00
293,2025-01-27 22:10:52-07:00
294,2025-01-27 21:30:30-07:00
295,2025-01-27 21:25:47-07:00
296,2025-01-27 21:25:42-07:00
297,2025-01-27 21:01:21-07:00
298,2025-01-27 21:01:05-07:00
299,2025-01-27 21:00:29-07:00
300,2025-01-27 20:56:47-07:00
301,2025-01-27 20:56:40-07:00
302,2025-01-27 20:56:34-07:00
303,2025-01-27 20:06:39-07:00
304,2025-01-27 20:00:29-07:00
305,2025-01-27 19:56:04-07:00
306,2025-01-26 22:11:18-07:00
307,2025-01-26 22:06:19-07:00
308,2025-01-26 19:39:28-07:00
309,2025-01-26 19:39:20-07:00
310,2025-01-26 03:09:49-07:00
311,2025-01-26 03:09:35-07:00
312,2025-01-26 00:45:57-07:00
313,2025-01-26 00:36:21-07:00
314,2025-01-26 00:35:43-07:00
315,2025-01-26 00:26:09-07:00
316,2025-01-24 13:49:10-07:00
317,2025-01-24 13:48:35-07:00
318,2025-01-24 13:42:31-07:00
319,2025-01-24 13:41:56-07:00
320,2025-01-24 13:37:03-07:00
321,2025-01-24 13:32:03-07:00
322,2025-01-24 13:31:28-07:00
323,2025-01-24 13:31:05-07:00
324,2025-01-24 13:29:00-07:00
325,2025-01-24 13:24:41-07:00
326,2025-01-24 13:17:39-07:00
327,2025-01-24 13:10:23-07:00
328,2025-01-24 13:01:21-07:00
329,2025-01-24 12:51:18-07:00
330,2025-01-24 12:45:35-07:00
331,2025-01-24 09:31:00-07:00
332,2025-01-23 17:27:46-07:00
333,2025-01-23 01:23:09-07:00
334,2025-01-23 01:23:01-07:00
335,2025-01-23 01:16:51-07:00
336,2025-01-23 01:09:03-07:00
337,2025-01-22 18:42:57-07:00
338,2025-01-22 18:38:42-07:00
339,2025-01-22 18:30:17-07:00
340,2025-01-22 18:25:59-07:00
341,2025-01-22 18:00:55-07:00
342,2025-01-22 17:44:38-07:00
343,2025-01-22 17:30:31-07:00
344,2025-01-22 17:27:25-07:00
345,2025-01-21 18:31:30-07:00
346,2025-01-21 18:21:28-07:00
347,2025-01-21 18:15:06-07:00
348,2025-01-21 18:14:41-07:00
349,2025-01-21 13:32:12-07:00
350,2025-01-21 05:33:04-07:00
351,2025-01-21 05:31:58-07:00
352,2025-01-21 05:24:31-07:00
353,2025-01-20 19:15:44-07:00
354,2025-01-20 19:03:21-07:00
355,2025-01-20 19:02:06-07:00
356,2025-01-20 18:48:27-07:00
357,2025-01-20 18:48:17-07:00
358,2025-01-18 20:22:55-07:00
359,2025-01-18 06:23:49-07:00
360,2025-01-18 06:23:43-07:00
361,2025-01-18 01:07:29-07:00
362,2025-01-18 00:59:50-07:00
363,2025-01-17 17:50:47-07:00
364,2025-01-17 17:50:27-07:00
365,2025-01-17 17:45:47-07:00
366,2025-01-17 17:45:41-07:00
367,2025-01-17 17:45:38-07:00
368,2025-01-17 16:46:04-07:00
369,2025-01-17 16:44:45-07:00
370,2025-01-17 16:37:11-07:00
371,2025-01-17 16:37:02-07:00
372,2025-01-17 16:34:13-07:00
373,2025-01-17 16:28:15-07:00
374,2025-01-17 16:28:00-07:00
375,2025-01-17 04:31:50-07:00
376,2025-01-17 04:29:54-07:00
377,2025-01-17 04:29:48-07:00
378,2025-01-17 02:44:09-07:00
379,2025-01-16 05:12:36-07:00
380,2025-01-16 05:12:05-07:00
381,2025-01-16 05:06:54-07:00
382,2025-01-16 05:06:48-07:00
383,2025-01-16 05:00:55-07:00
384,2025-01-16 05:00:48-07:00
385,2025-01-16 04:55:20-07:00
386,2025-01-16 04:54:49-07:00
387,2025-01-16 04:50:36-07:00
388,2025-01-16 04:50:00-07:00
389,2025-01-16 04:45:02-07:00
390,2025-01-16 04:44:49-07:00
391,2025-01-16 04:39:44-07:00
392,2025-01-16 04:39:07-07:00
393,2025-01-16 04:02:57-07:00
394,2025-01-16 03:58:11-07:00
395,2025-01-16 03:55:37-07:00
396,2025-01-16 03:44:12-07:00
397,2025-01-16 03:36:33-07:00
398,2025-01-16 03:36:02-07:00
399,2025-01-16 03:30:47-07:00
400,2025-01-16 03:06:40-07:00
401,2025-01-16 02:45:29-07:00
402,2025-01-16 02:40:41-07:00
403,2025-01-16 02:23:46-07:00
404,2025-01-16 02:23:31-07:00
405,2025-01-16 02:07:38-07:00
406,2025-01-16 02:01:06-07:00
407,2025-01-16 01:57:30-07:00
408,2025-01-16 01:47:54-07:00
409,2025-01-16 01:21:16-07:00
410,2025-01-16 01:16:47-07:00
411,2025-01-16 01:03:21-07:00
412,2025-01-16 00:50:07-07:00
413,2025-01-16 00:45:58-07:00
414,2025-01-16 00:34:57-07:00
415,2025-01-16 00:30:27-07:00
416,2025-01-16 00:30:21-07:00
417,2025-01-16 00:29:58-07:00
418,2025-01-16 00:11:10-07:00
419,2025-01-15 23:36:10-07:00
420,2025-01-15 23:31:28-07:00
421,2025-01-15 23:31:22-07:00
422,2025-01-15 23:13:21-07:00
423,2025-01-15 22:45:06-07:00
424,2025-01-15 22:35:54-07:00
425,2025-01-15 22:00:01-07:00
426,2025-01-15 21:53:48-07:00
427,2025-01-15 21:48:24-07:00
428,2025-01-15 21:21:53-07:00
429,2025-01-15 21:11:27-07:00
430,2025-01-15 20:52:50-07:00
431,2025-01-15 20:14:35-07:00
432,2025-01-15 20:09:56-07:00
433,2025-01-15 19:56:47-07:00
434,2025-01-15 19:48:17-07:00
435,2025-01-15 19:37:50-07:00
436,2025-01-15 19:37:43-07:00
437,2025-01-15 19:22:41-07:00
438,2025-01-15 18:52:12-07:00
439,2025-01-15 18:47:14-07:00
440,2025-01-15 18:47:08-07:00
441,2025-01-15 18:42:10-07:00
442,2025-01-15 18:36:42-07:00
443,2025-01-15 18:31:55-07:00
444,2025-01-15 18:26:49-07:00
445,2025-01-15 17:59:51-07:00
446,2025-01-15 16:03:03-07:00
447,2025-01-15 06:56:28-07:00
448,2025-01-15 06:48:53-07:00
449,2025-01-15 06:38:59-07:00
450,2025-01-15 06:32:17-07:00
451,2025-01-15 06:27:45-07:00
452,2025-01-15 06:22:21-07:00
453,2025-01-15 06:18:38-07:00
454,2025-01-15 06:03:50-07:00
455,2025-01-15 05:59:00-07:00
456,2025-01-15 05:55:14-07:00
457,2025-01-15 05:49:56-07:00
458,2025-01-15 05:49:41-07:00
459,2025-01-15 05:45:06-07:00
460,2025-01-15 05:32:32-07:00
461,2025-01-15 05:27:41-07:00
462,2025-01-15 05:17:05-07:00
463,2025-01-15 05:12:53-07:00
464,2025-01-15 05:01:26-07:00
465,2025-01-15 04:39:29-07:00
466,2025-01-15 04:13:53-07:00
467,2025-01-15 04:13:31-07:00
468,2025-01-15 03:57:48-07:00
469,2025-01-15 03:52:56-07:00
470,2025-01-15 03:39:13-07:00
471,2025-01-15 03:34:10-07:00
472,2025-01-15 03:28:01-07:00
473,2025-01-15 03:08:54-07:00
474,2025-01-15 03:02:46-07:00
475,2025-01-15 02:47:07-07:00
476,2025-01-15 02:40:54-07:00
477,2025-01-15 02:27:43-07:00
478,2025-01-15 02:23:03-07:00
479,2025-01-15 02:20:20-07:00
480,2025-01-15 02:00:20-07:00
481,2025-01-15 01:50:29-07:00
482,2025-01-15 01:45:41-07:00
483,2025-01-15 01:40:43-07:00
484,2025-01-15 01:40:30-07:00
485,2025-01-15 01:32:17-07:00
486,2025-01-15 01:27:55-07:00
487,2025-01-15 00:30:13-07:00
488,2025-01-15 00:29:57-07:00
489,2025-01-15 00:26:47-07:00
490,2025-01-15 00:12:34-07:00
491,2025-01-15 00:08:07-07:00
492,2025-01-15 00:02:56-07:00
493,2025-01-14 23:56:30-07:00
494,2025-01-14 23:49:50-07:00
495,2025-01-14 23:43:32-07:00
496,2025-01-14 23:38:28-07:00
497,2025-01-14 23:38:15-07:00
498,2025-01-14 23:32:50-07:00
499,2025-01-14 02:51:25-07:00
500,2025-01-14 02:45:27-07:00
501,2025-01-12 23:40:04-07:00
502,2025-01-12 22:07:54-07:00
503,2025-01-12 04:07:39-07:00
504,2025-01-12 01:40:57-07:00
505,2025-01-12 01:40:51-07:00
506,2025-01-12 01:35:16-07:00
507,2025-01-11 16:38:15-07:00
508,2025-01-11 16:19:59-07:00
509,2025-01-11 16:19:39-07:00
510,2025-01-11 15:48:40-07:00
511,2025-01-11 15:48:26-07:00
512,2025-01-11 14:37:43-07:00
513,2025-01-11 14:25:38-07:00
514,2025-01-11 14:10:27-07:00
515,2025-01-11 14:07:42-07:00
516,2025-01-09 23:03:56-07:00
517,2025-01-09 23:03:53-07:00
518,2025-01-09 14:10:31-07:00
519,2025-01-09 14:02:51-07:00
520,2025-01-08 06:12:24-07:00
521,2025-01-08 06:12:17-07:00
522,2025-01-08 06:12:14-07:00
523,2025-01-07 20:22:09-07:00
524,2025-01-07 20:04:51-07:00
525,2025-01-07 19:53:50-07:00
526,2025-01-07 18:25:47-07:00
527,2025-01-06 23:37:43-07:00
528,2025-01-06 23:37:28-07:00
529,2025-01-06 19:08:47-07:00
530,2025-01-05 18:25:01-07:00
531,2025-01-04 19:07:05-07:00
532,2025-01-04 19:04:12-07:00
533,2025-01-04 17:49:31-07:00
534,2025-01-02 21:17:30-07:00
535,2025-01-02 21:13:09-07:00
536,2025-01-02 20:59:59-07:00
537,2025-01-02 20:59:57-07:00
538,2025-01-02 20:55:51-07:00
539,2025-01-02 20:55:44-07:00
540,2024-12-29 05:41:51-07:00
541,2024-12-29 05:25:24-07:00
542,2024-12-29 05:25:08-07:00
543,2024-12-29 02:24:06-07:00
544,2024-12-29 02:17:26-07:00
545,2024-12-29 02:17:10-07:00
546,2024-12-29 02:11:28-07:00
547,2024-12-29 00:49:06-07:00
548,2024-12-28 19:08:52-07:00
549,2024-12-28 01:41:48-07:00
550,2024-12-27 09:33:36-07:00
551,2024-12-27 09:33:21-07:00
552,2024-12-26 22:08:54-07:00
553,2024-12-26 22:08:50-07:00
554,2024-12-24 21:49:54-07:00
555,2024-12-24 21:47:51-07:00
556,2024-12-24 17:55:22-07:00
557,2024-12-24 17:43:43-07:00
558,2024-12-23 13:41:57-07:00
559,2024-12-23 13:34:48-07:00
560,2024-12-23 13:34:45-07:00
561,2024-12-21 01:32:21-07:00
562,2024-12-21 01:32:15-07:00
563,2024-12-21 01:26:28-07:00
564,2024-12-21 01:26:22-07:00
565,2024-12-21 01:18:06-07:00
566,2024-12-20 00:49:40-07:00
567,2024-12-20 00:44:13-07:00
568,2024-12-20 00:38:29-07:00
569,2024-12-20 00:20:08-07:00
570,2024-12-20 00:14:24-07:00
571,2024-12-20 00:14:09-07:00
572,2024-12-20 00:06:30-07:00
573,2024-12-20 00:01:44-07:00
574,2024-12-20 00:01:05-07:00
575,2024-12-19 19:38:13-07:00
576,2024-12-19 19:20:47-07:00
577,2024-12-19 19:20:41-07:00
578,2024-12-19 19:16:23-07:00
579,2024-12-19 19:11:10-07:00
580,2024-12-19 19:11:04-07:00
581,2024-12-19 19:00:58-07:00
582,2024-12-19 18:50:08-07:00
583,2024-12-19 18:31:26-07:00
584,2024-12-19 18:31:15-07:00
585,2024-12-19 01:54:54-07:00
586,2024-12-19 01:51:13-07:00
587,2024-12-19 01:44:48-07:00
588,2024-12-19 01:40:03-07:00
589,2024-12-19 01:39:57-07:00
590,2024-12-19 01:35:36-07:00
591,2024-12-18 15:30:37-07:00
592,2024-12-15 19:22:59-07:00
593,2024-12-15 19:22:53-07:00
594,2024-12-15 19:07:18-07:00
595,2024-12-15 19:07:09-07:00
596,2024-12-14 00:44:30-07:00
597,2024-12-14 00:35:51-07:00
598,2024-12-14 00:28:40-07:00
599,2024-12-14 00:24:39-07:00
600,2024-12-14 00:24:32-07:00
601,2024-12-14 00:22:00-07:00
602,2024-12-14 00:21:54-07:00
603,2024-12-14 00:16:10-07:00
604,2024-12-14 00:16:04-07:00
605,2024-12-14 00:11:35-07:00
606,2024-12-14 00:11:29-07:00
607,2024-12-13 23:48:38-07:00
608,2024-12-13 23:48:32-07:00
609,2024-12-13 23:43:29-07:00
610,2024-12-13 23:43:22-07:00
611,2024-12-10 19:49:36-07:00
612,2024-12-10 19:38:21-07:00
613,2024-12-10 19:37:23-07:00
614,2024-12-10 19:36:14-07:00
615,2024-12-10 19:36:07-07:00
616,2024-12-10 19:13:47-07:00
617,2024-12-10 19:11:42-07:00
618,2024-12-10 19:06:12-07:00
619,2024-12-10 19:00:43-07:00
620,2024-12-10 18:57:29-07:00
621,2024-12-10 18:56:13-07:00
622,2024-12-10 13:45:03-07:00
623,2024-12-10 13:40:13-07:00
624,2024-12-10 13:40:07-07:00
625,2024-12-10 13:40:04-07:00
626,2024-12-10 12:59:14-07:00
627,2024-12-10 12:59:00-07:00
628,2024-12-10 12:58:52-07:00
629,2024-12-10 02:50:15-07:00
630,2024-12-10 02:50:08-07:00
631,2024-12-10 02:49:57-07:00
632,2024-12-10 02:39:05-07:00
633,2024-12-10 02:38:38-07:00
634,2024-12-10 02:31:13-07:00
635,2024-12-10 02:31:07-07:00
636,2024-12-10 02:26:36-07:00
637,2024-12-10 02:22:01-07:00
638,2024-12-09 01:06:35-07:00
639,2024-12-09 01:00:16-07:00
640,2024-12-09 00:54:22-07:00
641,2024-12-09 00:47:42-07:00
642,2024-12-09 00:41:02-07:00
643,2024-12-09 00:34:15-07:00
644,2024-12-09 00:27:34-07:00
645,2024-12-09 00:21:36-07:00
646,2024-12-09 00:10:59-07:00
647,2024-12-09 00:04:28-07:00
648,2024-12-08 23:55:32-07:00
649,2024-12-08 23:50:13-07:00
650,2024-12-08 23:44:36-07:00
651,2024-12-08 23:24:26-07:00
652,2024-12-07 14:35:25-07:00
653,2024-12-07 14:31:16-07:00
654,2024-12-07 14:30:54-07:00
655,2024-12-07 00:11:16-07:00
656,2024-12-06 04:42:44-07:00
657,2024-12-06 04:16:01-07:00
658,2024-12-06 04:11:09-07:00
659,2024-12-06 04:10:42-07:00
660,2024-12-06 04:01:31-07:00
661,2024-12-06 04:01:09-07:00
662,2024-12-06 04:00:58-07:00
663,2024-12-06 01:18:29-07:00
664,2024-12-06 01:18:03-07:00
665,2024-12-06 01:17:57-07:00
666,2024-12-06 00:58:54-07:00
667,2024-12-06 00:58:32-07:00
668,2024-12-06 00:35:55-07:00
669,2024-12-06 00:25:34-07:00
670,2024-12-05 23:53:39-07:00
671,2024-12-05 23:51:06-07:00
672,2024-12-05 23:46:45-07:00
673,2024-12-05 23:46:23-07:00
674,2024-12-04 20:01:00-07:00
675,2024-12-04 19:55:36-07:00
676,2024-12-04 19:52:48-07:00
677,2024-12-04 19:37:57-07:00
678,2024-12-04 19:36:06-07:00
679,2024-12-02 20:07:07-07:00
680,2024-12-02 20:06:15-07:00
681,2024-12-02 20:03:19-07:00
682,2024-12-02 19:52:08-07:00
683,2024-12-02 01:01:04-07:00
684,2024-12-02 00:56:44-07:00
685,2024-12-01 22:49:59-07:00
686,2024-12-01 22:46:18-07:00
687,2024-12-01 22:34:03-07:00
688,2024-12-01 22:34:00-07:00
689,2024-12-01 22:33:45-07:00
690,2024-12-01 22:28:20-07:00
691,2024-12-01 22:28:16-07:00
692,2024-12-01 21:14:58-07:00
693,2024-12-01 15:44:14-07:00
694,2024-12-01 15:41:52-07:00
695,2024-12-01 15:33:34-07:00
696,2024-12-01 15:29:28-07:00
697,2024-12-01 14:35:17-07:00
698,2024-12-01 14:33:36-07:00
699,2024-12-01 14:27:10-07:00
700,2024-12-01 02:38:14-07:00
701,2024-12-01 02:38:09-07:00
702,2024-12-01 02:28:22-07:00
703,2024-12-01 02:28:16-07:00
704,2024-12-01 02:27:56-07:00
705,2024-12-01 02:27:52-07:00
706,2024-12-01 02:22:20-07:00
707,2024-12-01 02:18:15-07:00
708,2024-12-01 02:17:45-07:00
709,2024-12-01 02:17:15-07:00
710,2024-12-01 02:17:08-07:00
711,2024-12-01 01:51:28-07:00
712,2024-12-01 01:40:02-07:00
713,2024-12-01 01:39:55-07:00
714,2024-12-01 01:39:52-07:00
715,2024-12-01 01:26:28-07:00
716,2024-12-01 01:26:25-07:00
717,2024-11-30 13:47:25-07:00
718,2024-11-30 13:47:19-07:00
719,2024-11-30 13:47:11-07:00
720,2024-11-29 20:53:44-07:00
721,2024-11-29 20:45:36-07:00
722,2024-11-29 20:37:13-07:00
723,2024-11-29 20:29:05-07:00
724,2024-11-29 20:19:40-07:00
725,2024-11-29 20:19:17-07:00
726,2024-11-29 20:14:47-07:00
727,2024-11-29 20:13:43-07:00
728,2024-11-29 20:07:05-07:00
729,2024-11-29 20:06:58-07:00
730,2024-11-29 20:06:47-07:00
731,2024-11-29 16:00:36-07:00
732,2024-11-29 15:34:22-07:00
733,2024-11-29 15:34:18-07:00
734,2024-11-29 15:34:00-07:00
735,2024-11-27 17:46:07-07:00
